flow_id,src_ip,dst_ip,proto,total_packets,total_bytes,avg_packet_size,min_time,max_time,unique_dst_ports,most_common_dst_port,duration_sec,packets_per_sec,flow_label,flow_threat_score,session_file
192.168.29.135 -> 224.0.0.251 | proto=17.0,192.168.29.135,224.0.0.251,17.0,6,600,100.0,1769243296.411417,1769243338.8176444,1,5353,42.4062,0.14,NORMAL,0,flow_session_20260124_140008.csv
192.168.29.152 -> 192.168.29.1 | proto=1.0,192.168.29.152,192.168.29.1,1.0,300,29400,98.0,1769243285.677097,1769243291.9034996,1,0,6.2264,48.18,SUSPICIOUS,30,flow_session_20260124_140008.csv
192.168.29.152 -> 192.168.29.190 | proto=1.0,192.168.29.152,192.168.29.190,1.0,300,29400,98.0,1769243318.7813456,1769243325.9960573,1,0,7.2147,41.58,SUSPICIOUS,30,flow_session_20260124_140008.csv
192.168.29.152 -> 192.168.29.3 | proto=1.0,192.168.29.152,192.168.29.3,1.0,300,29400,98.0,1769243308.8064604,1769243314.8791275,1,0,6.0727,49.4,SUSPICIOUS,30,flow_session_20260124_140008.csv
192.168.29.190 -> 224.0.0.22 | proto=2.0,192.168.29.190,224.0.0.22,2.0,10,700,70.0,1769243284.364204,1769243338.334248,1,0,53.97,0.19,NORMAL,0,flow_session_20260124_140008.csv
192.168.29.190 -> 239.255.255.250 | proto=17.0,192.168.29.190,239.255.255.250,17.0,2,424,212.0,1769243338.0947523,1769243339.1063342,1,1900,1.0116,1.98,NORMAL,0,flow_session_20260124_140008.csv
192.168.29.3 -> 192.168.29.152 | proto=1.0,192.168.29.3,192.168.29.152,1.0,300,29400,98.0,1769243308.8234076,1769243314.893762,1,0,6.0704,49.42,SUSPICIOUS,30,flow_session_20260124_140008.csv
192.168.29.3 -> 192.168.29.255 | proto=17.0,192.168.29.3,192.168.29.255,17.0,30,2520,84.0,1769243279.6532228,1769243338.817644,1,5775,59.1644,0.51,NORMAL,0,flow_session_20260124_140008.csv
192.168.29.3 -> 239.255.255.250 | proto=17.0,192.168.29.3,239.255.255.250,17.0,24,8796,366.5,1769243325.89445,1769243326.91492,1,1900,1.0205,23.52,SUSPICIOUS,0,flow_session_20260124_140008.csv
192.168.29.57 -> 224.0.0.251 | proto=17.0,192.168.29.57,224.0.0.251,17.0,5,500,100.0,1769243282.7408557,1769243331.0154228,1,5353,48.2746,0.1,NORMAL,0,flow_session_20260124_140008.csv
192.168.29.98 -> 192.168.29.255 | proto=17.0,192.168.29.98,192.168.29.255,17.0,11,4037,367.0,1769243281.0924563,1769243335.9487932,1,20002,54.8563,0.2,NORMAL,0,flow_session_20260124_140008.csv
